date,PM2_5,PM2_5_index,PM10,PM10_index,SO2,SO2_index,NO2,NO2_index,CO,CO_index,O3,O3_index
2013-04-01,100.29634522590239,Lightly Polluted,119.55355402060702,Good,24.308770408331924,Excellent,45.19735847749634,Good,1339.0703585621632,Excellent,54.0004279699838,Excellent
2013-04-02,93.25694444444444,Lightly Polluted,125.48611111111111,Good,33.201388888888886,Excellent,59.24054573328216,Good,1251.8072805964723,Excellent,65.3948519319377,Excellent
2013-04-03,121.89236111111111,Moderately Polluted,190.81944444444446,Lightly Polluted,38.63830150937483,Excellent,73.13763397775219,Good,1450.0829794689946,Excellent,63.17811676276968,Excellent
2013-04-04,63.614583333333336,Good,93.87152777777777,Good,44.579861111111114,Excellent,67.93055555555556,Good,1980.7155063072075,Excellent,32.300390078330636,Excellent
2013-04-05,56.545138888888886,Good,48.81597222222222,Excellent,10.618055555555555,Excellent,37.859271177598686,Excellent,1159.4185170424926,Excellent,45.3666379949973,Excellent
2013-04-06,12.779815473142262,Excellent,23.515314132615472,Excellent,6.2731307965274254,Excellent,30.355006288198084,Excellent,480.1246461356611,Excellent,64.68083947998919,Excellent
2013-04-07,76.96875,Lightly Polluted,113.29513888888889,Good,34.954861111111114,Excellent,61.24757504411183,Good,1238.4467518791296,Excellent,45.037981889151816,Excellent
2013-04-08,27.32638888888889,Excellent,107.05070353315386,Good,5.550908574305203,Excellent,22.574341310573814,Excellent,398.2104122385889,Excellent,80.77567717943634,Excellent
2013-04-09,12.57986111111111,Excellent,28.680555555555557,Excellent,4.479166666666667,Excellent,18.09546715509502,Excellent,352.6442114869371,Excellent,85.31258153830903,Excellent
2013-04-10,13.333333333333334,Excellent,26.25556464426498,Excellent,4.9945055555555555,Excellent,30.10583789133406,Excellent,475.6675807843853,Excellent,68.43499454054745,Excellent
2013-04-11,21.202595225902385,Excellent,43.68959242204276,Excellent,7.298445953819268,Excellent,50.61210783307748,Good,743.8192969691466,Excellent,54.616391962216824,Excellent
2013-04-12,55.69444444444444,Good,105.86458333333333,Good,19.636193176041488,Excellent,71.54663774421417,Good,899.010394526278,Excellent,39.16631483083198,Excellent
2013-04-13,59.770833333333336,Good,111.69444444444444,Good,18.528730555555555,Excellent,47.98037434375364,Good,745.5245340849852,Excellent,51.80415952277507,Excellent
2013-04-14,39.96527777777778,Good,90.1340368664872,Good,12.256936111111111,Excellent,36.45220881584793,Excellent,557.0976792810816,Excellent,77.03902207082658,Excellent
2013-04-15,78.46372915599791,Lightly Polluted,151.14236111111111,Lightly Polluted,43.90766111111111,Excellent,59.463261402394,Good,1350.8180511274777,Excellent,61.90758248749325,Excellent
2013-04-16,61.395833333333336,Good,129.32986111111111,Good,27.312862620485934,Excellent,41.21961324151315,Good,957.783100375826,Excellent,74.25214290415992,Excellent
2013-04-17,49.9645605143489,Good,75.01736111111111,Good,17.728579287152602,Excellent,39.00220724164108,Excellent,693.9636559313815,Excellent,74.06866230055284,Excellent
2013-04-18,10.072199403237798,Excellent,32.745147977598315,Excellent,4.127302232290433,Excellent,19.934969041282883,Excellent,369.898243962539,Excellent,79.33262951026832,Excellent
2013-04-19,44.68055555555556,Good,73.91319444444444,Good,16.645881037499294,Excellent,39.130032091564324,Excellent,751.2749911438445,Excellent,53.76372807332793,Excellent
2013-04-20,72.70833333333333,Good,77.98958333333333,Good,10.034134842708157,Excellent,43.70707842219664,Good,744.9785842728982,Excellent,57.83808983083198,Excellent
2013-04-21,119.28819444444444,Moderately Polluted,141.38541666666666,Good,27.55721388888889,Excellent,58.876622519418866,Good,1111.3056144692987,Excellent,55.37814874802449,Excellent
2013-04-22,157.45750197498236,Heavely Polluted,172.26598131093164,Lightly Polluted,43.79403127847117,Excellent,60.17211805259868,Good,1216.1513844608112,Excellent,39.14907816218981,Excellent
2013-04-23,180.3235198351734,Heavely Polluted,178.72364746594883,Lightly Polluted,23.370273186109703,Excellent,63.641853716436394,Good,1298.777423913439,Excellent,23.936145729989196,Excellent
2013-04-24,83.9572737851381,Lightly Polluted,100.41333077508581,Good,9.223325418400133,Excellent,45.18154870229166,Good,977.7778809722981,Excellent,44.917633573590855,Excellent
2013-04-25,13.765926584253373,Excellent,36.86876817741884,Excellent,4.618954287152601,Excellent,33.942466313530694,Excellent,416.1789337091593,Excellent,64.66389980055285,Excellent
2013-04-26,61.772871028697814,Good,118.32291666666667,Good,26.642309056248944,Excellent,62.30940515535087,Good,886.7104122385889,Excellent,64.05289454054746,Excellent
2013-04-27,62.32423709860229,Good,115.03334242204275,Good,37.8255188989571,Excellent,51.633927774820904,Good,1016.9592474510521,Excellent,92.52143600776698,Excellent
2013-04-28,75.30208333333333,Lightly Polluted,116.20833333333333,Good,51.14067095381927,Good,54.918057936085525,Good,1675.3039337091593,Excellent,84.55071483083198,Excellent
2013-04-29,17.79513888888889,Excellent,68.3125,Good,4.78956817604149,Excellent,30.848448805299697,Excellent,628.9719272716264,Excellent,78.99528248749326,Excellent
2013-04-30,23.59782539072897,Excellent,61.99795302150436,Good,6.789317148610406,Excellent,37.4041175552997,Excellent,445.16202965690746,Excellent,73.17319042193229,Excellent
2013-05-01,42.47931345548493,Good,91.95646812902618,Good,16.128264002773548,Excellent,41.14349324383039,Good,685.0424554494762,Excellent,81.0841711552116,Excellent
2013-05-02,77.50109224209137,Lightly Polluted,123.52510906451309,Good,39.62327517742827,Excellent,51.56843620524853,Good,1064.1710530066075,Excellent,84.80380975579148,Excellent
2013-05-03,63.326388888888886,Good,80.43055555555556,Good,21.85763888888889,Excellent,31.381944444444443,Excellent,818.5921281536037,Excellent,117.38360257833064,Good
2013-05-04,94.58680555555556,Lightly Polluted,123.76388888888889,Good,23.897294444444444,Excellent,39.207752577675436,Excellent,793.2157348366371,Excellent,103.87374637638214,Good
2013-05-05,171.78125,Heavely Polluted,220.50694444444446,Lightly Polluted,44.670138888888886,Excellent,65.14236111111111,Good,1362.7120340849851,Excellent,110.05030932332792,Good
2013-05-06,211.28317360044238,Heavely Polluted,248.7548974659488,Lightly Polluted,33.448451991318564,Excellent,56.73456368878655,Good,1566.2396865278538,Excellent,135.14311998749324,Good
2013-05-07,150.6688511508494,Heavely Polluted,198.8266161066245,Lightly Polluted,43.05187511388466,Excellent,69.40738213271929,Good,1379.1472045099113,Excellent,122.73717632635514,Good
2013-05-08,137.6623957799896,Moderately Polluted,161.41417972759047,Lightly Polluted,54.093428614578045,Good,60.07823733809575,Good,1507.6354977207984,Excellent,85.07324566745544,Excellent
2013-05-09,52.475841233262706,Good,66.66827368458173,Good,14.005087734370594,Excellent,47.92398471039471,Good,704.2997316178706,Excellent,50.007110649683064,Excellent
2013-05-10,46.17028567770715,Good,87.02938479569285,Good,10.103958447217993,Excellent,44.05706506584793,Good,633.0925630720744,Excellent,58.75453743746625,Excellent
2013-05-11,43.63676979249843,Good,109.65861508332549,Good,12.555214002773548,Excellent,54.74590484336986,Good,676.2279575983523,Excellent,49.73483976829822,Excellent
2013-05-12,45.38223802208097,Good,88.99974181360793,Good,14.081105669440214,Excellent,46.667676020968536,Good,731.742885939869,Excellent,62.000414568851085,Excellent
2013-05-13,87.5373957799896,Lightly Polluted,160.0836514381632,Lightly Polluted,51.699792021523194,Good,65.2026058879934,Good,1512.1306321816096,Excellent,78.6088930891248,Excellent
2013-05-14,56.67304063650051,Good,113.71203277329116,Good,11.693648845481706,Excellent,45.00217939905334,Good,816.87171202643,Excellent,79.49128336690258,Excellent
2013-05-15,64.0552132707892,Good,143.14663684229086,Good,41.683099936456394,Excellent,53.639057733026306,Good,1261.6277423531558,Excellent,100.72511511914101,Good
2013-05-16,59.49856547314226,Good,113.95486111111111,Good,25.423561111111113,Excellent,48.38766830272661,Good,1028.8736877371653,Excellent,98.6508601619269,Excellent
2013-05-17,112.27430555555556,Lightly Polluted,145.09722222222223,Good,30.461805555555557,Excellent,51.96527777777778,Good,1235.5590866915209,Excellent,93.73134920221142,Excellent
2013-05-18,124.92708333333333,Moderately Polluted,151.89930555555554,Lightly Polluted,24.589475,Excellent,46.81465044431652,Good,1220.038481887617,Excellent,83.31415455831983,Excellent
2013-05-19,55.03472222222222,Good,150.28472222222223,Lightly Polluted,8.965277777777779,Excellent,31.164534221966367,Excellent,771.393459477482,Excellent,61.96523457082659,Excellent
2013-05-20,39.4958105143489,Good,126.13541666666667,Good,13.159222222222223,Excellent,39.586597910752914,Excellent,772.0607895920489,Excellent,79.39309289691879,Excellent
2013-05-21,95.05268650184009,Lightly Polluted,214.1652868664872,Lightly Polluted,39.107350000000004,Excellent,61.930071922068706,Good,1213.224418954964,Excellent,109.78709716692958,Good
2013-05-22,74.74305555555556,Good,141.54513888888889,Good,34.07776944444444,Excellent,60.38555833333333,Good,1274.2914306298142,Excellent,96.75745401527102,Excellent
2013-05-23,72.7458105143489,Good,136.5854257553761,Good,29.31597222222222,Excellent,73.39583333333333,Good,1351.9781639873934,Excellent,85.83130187664506,Excellent
2013-05-24,95.17361111111111,Lightly Polluted,154.57291666666666,Lightly Polluted,20.513301509374823,Excellent,61.83496562204313,Good,1415.7590233497,Excellent,73.22303342943634,Excellent
2013-05-25,61.072916666666664,Good,110.32291666666667,Good,24.70138888888889,Excellent,53.0,Good,992.9732616748502,Excellent,102.2261000480515,Good
2013-05-26,99.16666666666667,Lightly Polluted,114.37014797759831,Good,29.364583333333332,Excellent,48.1875,Good,1438.1797446323574,Excellent,42.737403719720874,Excellent
2013-05-27,59.65972222222222,Good,60.22222222222222,Good,6.9375,Excellent,36.104166666666664,Excellent,915.332397075226,Excellent,54.12618963138484,Excellent
2013-05-28,74.59027777777777,Good,78.14583333333333,Good,5.7256423895822754,Excellent,53.73774339982091,Good,1003.9205959477482,Excellent,19.99092256582388,Excellent
2013-05-29,16.436065473142264,Excellent,51.14445353315387,Good,5.716987861457805,Excellent,26.108393644035075,Excellent,333.19964170758345,Excellent,69.97689449249594,Excellent
2013-05-30,53.65277777777778,Good,125.79166666666667,Good,16.67295,Excellent,61.35502717747075,Good,756.4331947141909,Excellent,93.81825862888348,Excellent
2013-05-31,96.22222222222223,Lightly Polluted,154.88888888888889,Lightly Polluted,33.90972222222222,Excellent,41.99652777777778,Good,926.056823537613,Excellent,128.53160118944174,Good
2013-06-01,69.71180555555556,Good,109.84027777777777,Good,11.131944444444445,Excellent,45.52849523598318,Good,733.7395611929446,Excellent,84.87779662388078,Excellent
2013-06-02,163.05555555555554,Heavely Polluted,195.39930555555554,Lightly Polluted,38.39407119479114,Excellent,53.74305555555556,Good,1879.8119176062314,Excellent,78.68709588138483,Excellent
2013-06-03,125.63194444444444,Moderately Polluted,142.59722222222223,Good,19.51736111111111,Excellent,51.53125,Good,1397.0090233497,Excellent,123.97678035610842,Good
2013-06-04,126.66379761295119,Moderately Polluted,145.87709242204275,Good,26.20225984270816,Excellent,59.246195088863296,Good,1863.3682840849854,Excellent,71.88275396721953,Excellent
2013-06-05,120.94111901104048,Moderately Polluted,109.02777777777777,Good,6.499412620485935,Excellent,45.61332842219664,Good,1682.7253405801057,Excellent,26.8402019799892,Excellent
2013-06-06,125.64609421707372,Moderately Polluted,121.8215368664872,Good,9.994609474649076,Excellent,50.81944444444444,Good,2146.305784084985,Good,8.718395186940393,Excellent
2013-06-07,124.52539779764692,Moderately Polluted,120.15625,Good,10.33208049201195,Excellent,52.29731944444445,Good,2185.6718639298056,Good,4.008650941943094,Excellent
2013-06-08,146.92232337307163,Moderately Polluted,157.44515706630773,Lightly Polluted,8.790401509374824,Excellent,53.54297311381213,Good,2387.802643586713,Good,4.637236406661265,Excellent
2013-06-09,47.945911665198324,Good,48.311878265230945,Excellent,5.658577650690567,Excellent,38.97018179436768,Excellent,1150.6207757683228,Excellent,23.287737891653162,Excellent
2013-06-10,22.189423600442364,Excellent,34.01740655465823,Excellent,5.234399086453575,Excellent,37.498999849923244,Excellent,788.7475008092395,Excellent,46.55546229331173,Excellent
2013-06-11,53.34507043193562,Good,72.92361111111111,Good,5.807464066317154,Excellent,45.461640277777775,Good,714.3957890525559,Excellent,71.32174895471276,Excellent
2013-06-12,55.66032539072897,Good,67.96737019982054,Good,14.400296435763007,Excellent,31.50247113052997,Excellent,884.9982306783058,Excellent,114.60826279555015,Good
2013-06-13,101.953915657838,Lightly Polluted,130.71875,Good,32.55623912986076,Excellent,45.811913044367685,Good,1253.4804125083353,Excellent,135.34690034360165,Good
2013-06-14,110.89764283885357,Lightly Polluted,161.37847222222223,Lightly Polluted,28.088311352082982,Excellent,52.39010401658991,Good,1131.659803276354,Excellent,151.76101423249054,Good
2013-06-15,124.22569444444444,Moderately Polluted,172.0625,Lightly Polluted,35.79235,Excellent,63.93303849164108,Good,1509.5829573286057,Excellent,131.5682071919431,Good
2013-06-16,165.57638888888889,Heavely Polluted,170.61458333333334,Lightly Polluted,22.731169685416315,Excellent,66.19684578330775,Good,1850.4833023367892,Excellent,53.411029015271026,Excellent
2013-06-17,43.02807936203115,Good,48.095486111111114,Excellent,6.816551509374824,Excellent,37.55287524717105,Excellent,975.9088670182466,Excellent,89.04642970971548,Excellent
2013-06-18,43.162477181015575,Good,80.31112019982054,Good,8.824522704165963,Excellent,61.443798808256574,Good,856.4387237012801,Excellent,94.11501750526563,Excellent
2013-06-19,47.03796625460021,Good,81.01460151075219,Good,11.884701927774959,Excellent,42.010105252445165,Good,997.5365283172707,Excellent,104.66016274025752,Good
2013-06-20,60.64945234437383,Good,107.66319444444444,Good,16.205140334720106,Excellent,64.18674279951387,Good,1197.8999468630673,Excellent,66.34549889942014,Excellent
2013-06-21,50.941461295806846,Good,86.35069444444444,Good,10.61385452812447,Excellent,50.73382866936768,Good,992.8124557192227,Excellent,71.32038719720872,Excellent
2013-06-22,47.292269835173414,Good,53.388221710572715,Good,4.67709341701336,Excellent,40.87732246939327,Good,833.1991403679467,Excellent,39.208696472485144,Excellent
2013-06-23,47.549931543046725,Good,53.875,Good,7.496640398263712,Excellent,37.92145233050438,Excellent,995.9873348123913,Excellent,99.35168992693498,Excellent
2013-06-24,114.77430555555556,Lightly Polluted,124.09722222222223,Good,8.272430555555555,Excellent,37.23484994997441,Excellent,1243.846138488817,Excellent,116.78231205305421,Good
2013-06-25,104.49988590507787,Lightly Polluted,96.44791666666667,Good,8.60551437083263,Excellent,42.669983974795315,Good,1724.66649705098,Excellent,46.33345594720872,Excellent
2013-06-26,138.98814880647558,Moderately Polluted,126.23958333333333,Good,6.533884297220812,Excellent,40.85655183320541,Good,1572.701447802632,Excellent,106.0117833260922,Good
2013-06-27,90.75958530831568,Lightly Polluted,100.38541666666667,Good,9.342048972568916,Excellent,45.609916366513154,Good,1001.9712416833374,Excellent,114.21445977027373,Good
2013-06-28,282.25694444444446,Severely Polluted,276.56944444444446,Moderately Polluted,17.189534842708156,Excellent,54.35767693325658,Good,2105.180739804208,Good,68.3673903738808,Excellent
2013-06-29,95.67013888888889,Lightly Polluted,93.65277777777777,Good,6.387459538192682,Excellent,44.48234047492324,Good,1479.7043597714744,Excellent,50.47560168443904,Excellent
2013-06-30,204.51796427961784,Heavely Polluted,188.99795302150437,Lightly Polluted,10.385689611804498,Excellent,53.46180004706871,Good,2116.590233497,Good,45.10817826553395,Excellent
2013-07-01,161.56623310596262,Heavely Polluted,140.73006106271845,Good,9.609627409718698,Excellent,54.0149556467361,Good,1745.5821021246302,Excellent,23.309412238019096,Excellent
2013-07-02,18.379450369391478,Excellent,31.596691374547415,Excellent,5.622692021523196,Excellent,30.07554051016445,Excellent,656.589651103232,Excellent,76.23580584386458,Excellent
2013-07-03,26.48263888888889,Excellent,59.34237019982053,Good,8.014364129860759,Excellent,45.11484424138523,Good,745.3218329332615,Excellent,71.244868846103,Excellent
2013-07-04,21.92361111111111,Excellent,56.93959242204275,Good,6.18036817604149,Excellent,41.479637991385225,Good,635.222303276354,Excellent,73.26804880331713,Excellent
2013-07-05,19.83608829212669,Excellent,39.788907066307736,Excellent,6.018955555555555,Excellent,35.985760557872794,Excellent,538.9954661847613,Excellent,86.51865371972087,Excellent
2013-07-06,55.09375,Good,97.12152777777777,Good,12.506566666666666,Excellent,40.35739851105994,Good,922.3939608171188,Excellent,136.18222271721953,Good
2013-07-07,87.78819444444444,Lightly Polluted,97.19097222222223,Good,7.665005796527426,Excellent,27.55278382471856,Excellent,953.6671015851373,Excellent,137.1162241541599,Good
2013-07-08,88.41107534805398,Lightly Polluted,74.05902777777777,Good,4.863264611804499,Excellent,36.7299274246418,Excellent,984.5930201309335,Excellent,91.42345565165857,Excellent
2013-07-09,79.15748903090963,Lightly Polluted,51.53129544354712,Good,5.472083688189862,Excellent,43.60675287487207,Good,1030.8035355640432,Excellent,34.33911210110571,Excellent
2013-07-10,32.30570234437382,Excellent,28.623620199820536,Excellent,6.63836122499577,Excellent,40.88509637178727,Good,826.7087461114153,Excellent,22.4108015330434,Excellent
2013-07-11,38.534869011040485,Good,46.467370199820536,Excellent,5.387721549647667,Excellent,41.01062717747075,Good,939.0479401557877,Excellent,39.94661309110031,Excellent
2013-07-12,66.94111901104048,Good,73.61458333333333,Good,6.324735374992951,Excellent,36.53114850514619,Excellent,1042.600252018551,Excellent,102.0766059880191,Good
2013-07-13,122.87167456659603,Moderately Polluted,105.4916757553761,Good,7.02214256701054,Excellent,27.993235216564326,Excellent,1226.2815595835614,Excellent,113.18979910610841,Good
2013-07-14,107.05570234437383,Lightly Polluted,95.45000908870942,Good,11.275978437149782,Excellent,28.62447306378655,Excellent,1123.4235668303338,Excellent,92.79138680555555,Excellent
2013-07-15,45.82653567770715,Good,33.32238581899186,Excellent,4.143391603123061,Excellent,34.256488882975134,Excellent,1191.55921202643,Excellent,19.64773030081578,Excellent
2013-07-16,25.26882833186499,Excellent,30.582757042111407,Excellent,5.015933028817859,Excellent,31.572343591052615,Excellent,705.6883698369412,Excellent,56.36546993220062,Excellent
2013-07-17,41.50229857910487,Good,66.21808282168382,Good,9.612600481943739,Excellent,39.30716815264985,Excellent,822.80921202643,Excellent,95.57238892969926,Excellent
2013-07-18,149.12152777777777,Moderately Polluted,124.25347222222223,Good,11.984219685416313,Excellent,35.5380777748209,Excellent,1583.8669718221504,Excellent,83.98144930555556,Excellent
2013-07-19,135.19791666666666,Moderately Polluted,120.31944444444444,Good,8.096379160065391,Excellent,40.2876889359576,Good,1146.954588300904,Excellent,91.85155748749325,Excellent
2013-07-20,73.88888888888889,Good,93.15487019982054,Good,6.4451682899261495,Excellent,38.6690858109576,Excellent,890.7313266260539,Excellent,95.5198322399946,Excellent
2013-07-21,77.94097222222223,Lightly Polluted,99.40625,Good,7.58653622499577,Excellent,40.02604573328216,Good,1009.0272764381411,Excellent,92.92354310360706,Excellent
2013-07-22,96.34027777777777,Lightly Polluted,117.27777777777777,Good,13.1163335107616,Excellent,45.27936041666666,Good,1250.559750139421,Excellent,98.05319355055286,Excellent
2013-07-23,53.37847222222222,Good,74.71875,Good,6.377858815277073,Excellent,31.28026899717105,Excellent,855.2610579741782,Excellent,108.36745862888348,Good
2013-07-24,37.18727181015576,Good,64.21051664247034,Good,6.636420649303793,Excellent,40.9615015801206,Good,693.402151103232,Excellent,69.93960068720331,Excellent
2013-07-25,33.56264678881826,Excellent,70.9286903512484,Good,9.352815753120241,Excellent,40.57063971566883,Good,873.2631368794339,Excellent,97.1571997860706,Excellent
2013-07-26,48.84903172774247,Good,74.55983128673532,Good,18.79830573298382,Excellent,54.58586104925802,Good,1496.2066672061596,Excellent,31.758768495260224,Excellent
2013-07-27,104.92013888888889,Lightly Polluted,90.24652777777777,Good,6.578390030204632,Excellent,53.97937420254751,Good,1472.462115139117,Excellent,25.053283924433643,Excellent
2013-07-28,56.572916666666664,Good,57.0319626218633,Good,7.271082483330513,Excellent,41.098497113300425,Good,1078.9257710704985,Excellent,78.31036105581848,Excellent
2013-07-29,62.06106547314226,Good,98.87014797759831,Good,6.2152516868030885,Excellent,65.31231189969297,Good,948.0229932927208,Excellent,54.968736406661264,Excellent
2013-07-30,107.22139086387124,Lightly Polluted,113.62713786558987,Good,8.034664725689158,Excellent,45.6488005914364,Good,1063.6212549675706,Excellent,123.93447395471276,Good
2013-07-31,45.06430950552024,Good,59.02929390859861,Good,7.0599740229099694,Excellent,30.36076264120613,Excellent,743.829588300904,Excellent,126.7569881872033,Good
2013-08-01,37.579861111111114,Good,36.35211968817103,Excellent,5.1089723361068815,Excellent,40.25634696913742,Good,755.2078319936967,Excellent,62.114999353607054,Excellent
2013-08-02,69.75347222222223,Good,67.43402777777777,Good,7.648814002773548,Excellent,41.32405812436036,Good,991.4525093956485,Excellent,91.37735451026832,Excellent
2013-08-03,28.40625,Excellent,51.316684844085515,Good,5.734481214927559,Excellent,34.79870029423976,Excellent,699.3850185215504,Excellent,123.82757713138484,Good
2013-08-04,76.60416666666667,Lightly Polluted,93.70833333333333,Good,9.206117021523195,Excellent,34.362593847094296,Excellent,890.8112909316856,Excellent,123.87808987888349,Good
2013-08-05,42.895833333333336,Good,52.33751817741884,Good,6.119335438536556,Excellent,37.210759271991954,Excellent,760.709785564043,Excellent,120.49224865916261,Good
2013-08-06,132.53125,Moderately Polluted,144.54166666666666,Good,7.590013698258073,Excellent,43.394957588863306,Good,1099.7587283991043,Excellent,106.07618645471277,Good
2013-08-07,33.27011606990446,Excellent,34.41114746594881,Excellent,7.738013939229942,Excellent,31.932727477624262,Excellent,736.698100915319,Excellent,58.591535217219516,Excellent
2013-08-08,28.927083333333332,Excellent,53.25,Good,8.464034779164551,Excellent,37.64887078330775,Excellent,787.2857173940725,Excellent,84.78164870721412,Excellent
2013-08-09,37.07004761295119,Good,71.33337877688047,Good,9.878009056248942,Excellent,40.79489890535087,Good,747.3016851882171,Excellent,106.42115614665586,Good
2013-08-10,90.97282539072897,Lightly Polluted,128.57086968817103,Good,11.277861593054851,Excellent,39.25833694971856,Excellent,997.2483338728263,Excellent,131.50906795221144,Good
2013-08-11,140.4307023443738,Moderately Polluted,130.63564388440227,Good,10.297639002773549,Excellent,39.619580890950274,Excellent,1289.1553947960244,Excellent,59.83153098801909,Excellent
2013-08-12,51.43093053421806,Good,48.095266130820825,Excellent,6.419451927774958,Excellent,26.557746368830394,Excellent,768.5357173940725,Excellent,72.28633639942014,Excellent
2013-08-13,91.26041666666667,Lightly Polluted,92.44097222222223,Good,11.382219444444445,Excellent,30.881544888760963,Excellent,1036.5915236194464,Excellent,96.56347852027372,Excellent
